A	a
ESFACELA'R	e s - f a - c e - l a r
ESFAIMA'R	e s - f a i - m a r
ESFALFA'NTE	e s - f a l - f a n - t e
ESFALFA'R	e s - f a l - f a r
ESFAQUEADO'R	e s - f a - q u e - a - d o r
ESFAQUEA'R	e s - f a - q u e - a r
ESFARELA'R	e s - f a - r e - l a r
ESFARFALHA'DA	e s - f a r - f a - l h a - d a
ESFARRAPA'R	e s - f a - r r a - p a r
ESFARRIPA'R	e s - f a - r r i - p a r
ESFENO'IDE	e s - f e - n o i - d e
ESFE'RA	e s - f e - r a
ESFERICIDA'DE	e s - f e - r i - c i - d a - d e
ESFEROGRÁ'FICA	e s - f e - r o - g r á - f i - c a
ESFEROIDA'L	e s - f e - r o i - d a l
ESFERO'IDE	e s - f e - r o i - d e
ESFEROVI'TE	e s - f e - r o - v i - t e
ESFI'NGE	e s - f i n - g e
ESFOLA'R	e s - f o - l a r
ESFOLHA'DA	e s - f o - l h a - d a
ESFOMEA'R	e s - f o - m e - a r
ESFORRICA'R	e s - f o - r r i - c a r
ESFORÇA'R	e s - f o r - ç a r
ESFO'RÇO	e s - f o r - ç o
ESFRE'GA	e s - f r e - g a
ESFREGADE'IRA	e s - f r e - g a - d e i - r a
ESFREGADE'LA	e s - f r e - g a - d e - l a
ESFREGA'R	e s - f r e - g a r
ESFREGO'NA	e s - f r e - g o - n a
ESFREGÃ'O	e s - f r e - g ã o
ESFRIA'NTE	e s - f r i - a n - t e
ESFRIA'R	e s - f r i - a r
ESFUMA'R	e s - f u - m a r
ESFUMAÇA'R	e s - f u - m a - ç a r
ESFUZIA'NTE	e s - f u - z i - a n - t e
ESFUZIA'R	e s - f u - z i - a r
ESFÉ'RICO	e s - f é - r i - c o
ESFÍ'NGICO	e s - f í n - g i - c o
ESGADANHA'R	e s - g a - d a - n h a r
ESGA'NA	e s - g a - n a
ESGANADU'RA	e s - g a - n a - d u - r a
ESGANA'R	e s - g a - n a r
ESGANIÇA'R	e s - g a - n i - ç a r
ESGARAVATA'R	e s - g a - r a - v a - t a r
ESGOTADO'R	e s - g o - t a - d o r
ESGOTADO'URO	e s - g o - t a - d o u - r o
ESGOTADU'RA	e s - g o - t a - d u - r a
ESGOTA'NTE	e s - g o - t a n - t e
ESGOTA'R	e s - g o - t a r
ESGO'TO	e s - g o - t o
ESGRAVATA'R	e s - g r a - v a - t a r
ESGRI'MA	e s - g r i - m a
ESGRIMIDU'RA	e s - g r i - m i - d u - r a
ESGRIMI'R	e s - g r i - m i r
ESGROUVIA'R	e s - g r o u - v i - a r
ESGUEIRA'R	e s - g u e i - r a r
ESGUEIRI'ÇO	e s - g u e i - r i - ç o
ESGUE'LHA	e s - g u e - l h a
ESGUELHA'R	e s - g u e - l h a r
ESGUICHA'DA	e s - g u i - c h a - d a
ESGUICHADE'LA	e s - g u i - c h a - d e - l a
ESGUICHA'R	e s - g u i - c h a r
ESGUI'CHE	e s - g u i - c h e
ESGUI'CHO	e s - g u i - c h o
ESGU'IO	e s - g u i - o
ESLAVI'SMO	e s - l a - v i s - m o
ESLAVI'STA	e s - l a - v i s - t a
ESLA'VO	e s - l a - v o
ESLAVÔ'NICO	e s - l a - v ô - n i - c o
ESLOVA'CO	e s - l o - v a - c o
ESLOVE'NO	e s - l o - v e - n o
ESLÁ'VICO	e s - l á - v i - c o
ESMAGADE'LA	e s - m a - g a - d e - l a
ESMAGADO'R	e s - m a - g a - d o r
ESMAGADU'RA	e s - m a - g a - d u - r a
ESMAGA'R	e s - m a - g a r
ESMALTADO'R	e s - m a l - t a - d o r
ESMALTA'GEM	e s - m a l - t a - g e m
ESMALTA'R	e s - m a l - t a r
ESMA'LTE	e s - m a l - t e
ESME'GMA	e s - m e g - m a
ESMERA'LDA	e s - m e - r a l - d a
ESMERA'R	e s - m e - r a r
ESMIGALHA'R	e s - m i - g a - l h a r
ESMIUÇA'R	e s - m i u - ç a r
ESMOCADE'LA	e s - m o - c a - d e - l a
ESMOCA'R	e s - m o - c a r
ESMO'LA	e s - m o - l a
ESMO'LFO	e s - m o l - f o
ESMORECE'R	e s - m o - r e - c e r
ESMURRA'R	e s - m u - r r a r
ESOTERI'SMO	e - s o - t e - r i s - m o
ESOTÉ'RICO	e - s o - t é - r i - c o
ESPACEJA'R	e s - p a - c e - j a r
ESPACIA'L	e s - p a - c i - a l
ESPA'DA	e s - p a - d a
ESPADACHI'M	e s - p a - d a - c h i m
ESPADA'RTE	e s - p a - d a r - t e
ESPADI'M	e s - p a - d i m
ESPADÃ'O	e s - p a - d ã o
ESPAIRECE'R	e s - p a i - r e - c e r
ESPALDA'R	e s - p a l - d a r
ESPA'LHA	e s - p a - l h a
ESPALHADO'R	e s - p a - l h a - d o r
ESPALHAFATA'R	e s - p a - l h a - f a - t a r
ESPALHAFA'TO	e s - p a - l h a - f a - t o
ESPALHAFATO'SO	e s - p a - l h a - f a - t o - s o
ESPALHA'NÇO	e s - p a - l h a n - ç o
ESPALHA'R	e s - p a - l h a r
ESPALMA'R	e s - p a l - m a r
ESPAMPANA'NTE	e s - p a m - p a - n a n - t e
ESPANADE'LA	e s - p a - n a - d e - l a
ESPANA'DO	e s - p a - n a - d o
ESPANADO'R	e s - p a - n a - d o r
ESPANCA'R	e s - p a n - c a r
ESPANHO'L	e s - p a - n h o l
ESPANHOLA'DA	e s - p a - n h o - l a - d a
ESPANHOLA'R	e s - p a - n h o - l a r
ESPANHOLI'SMO	e s - p a - n h o - l i s - m o
ESPANHOLIZA'R	e s - p a - n h o - l i - z a r
ESPANTADI'ÇO	e s - p a n - t a - d i - ç o
ESPANTA'LHO	e s - p a n - t a - l h o
ESPANTA'R	e s - p a n - t a r
ESPA'NTO	e s - p a n - t o
ESPANTO'SO	e s - p a n - t o - s o
ESPA'RGO	e s - p a r - g o
ESPARGUE'IRA	e s - p a r - g u e i - r a
ESPARGUE'TE	e s - p a r - g u e - t e
ESPARRAMA'R	e s - p a - r r a - m a r
ESPARREGA'DO	e s - p a - r r e - g a - d o
ESPARREGA'R	e s - p a - r r e - g a r
ESPARRE'LA	e s - p a - r r e - l a
ESPA'RSO	e s - p a r - s o
ESPARTA'NO	e s - p a r - t a - n o
ESPARTILHA'R	e s - p a r - t i - l h a r
ESPARTI'LHO	e s - p a r - t i - l h o
ESPA'RTO	e s - p a r - t o
ESPASMA'R	e s - p a s - m a r
ESPA'SMO	e s - p a s - m o
ESPASMÓ'DICO	e s - p a s - m ó - d i - c o
ESPATIFA'R	e s - p a - t i - f a r
ESPAVENTO'SO	e s - p a - v e n - t o - s o
ESPAVORI'R	e s - p a - v o - r i r
ESPAÇADAME'NTE	e s - p a - ç a - d a - m e n - t e
ESPAÇA'R	e s - p a - ç a r
ESPA'ÇO	e s - p a - ç o
ESPAÇO'SO	e s - p a - ç o - s o
ESPECA'R	e s - p e - c a r
ESPECIA'L	e s - p e - c i a l
ESPECIALIDA'DE	e s - p e - c i a - l i - d a - d e
ESPECIALI'STA	e s - p e - c i a - l i s - t a
ESPECIALIZA'R	e s - p e - c i a - l i - z a r
ESPECIALIZAÇÃ'O	e s - p e - c i a - l i - z a - ç ã o
ESPECIARI'A	e s - p e - c i a - r i - a
ESPECIAÇÃ'O	e s - p e - c i a - ç ã o
ESPECIFICA'R	e s - p e - c i - f i - c a r
ESPECIFICATI'VO	e s - p e - c i - f i - c a - t i - v o
ESPECIFICAÇÃ'O	e s - p e - c i - f i - c a - ç ã o
ESPECIFICIDA'DE	e s - p e - c i - f i - c i - d a - d e
ESPECTA'R	e s - p e c - t a r
ESPECTRA'L	e s - p e c - t r a l
ESPE'CTRO	e s - p e c - t r o
ESPECTROGRAFI'A	e s - p e c - t r o - g r a - f i - a
ESPECTROMETRI'A	e s - p e c - t r o - m e - t r i - a
ESPECTROSCOPI'A	e s - p e c - t r o s - c o - p i - a
ESPECTROSCÓ'PIO	e s - p e c - t r o s - c ó - p i o
ESPECTRÔ'METRO	e s - p e c - t r ô - m e - t r o
ESPECULA'R	e s - p e - c u - l a r
ESPECULATI'VO	e s - p e - c u - l a - t i - v o
ESPECULAÇÃ'O	e s - p e - c u - l a - ç ã o
ESPECÍ'FICO	e s - p e - c í - f i - c o
ESPELEOLOGI'A	e s - p e - l e o - l o - g i - a
ESPELHA'NTE	e s - p e - l h a n - t e
ESPELHA'R	e s - p e - l h a r
ESPELHE'NTO	e s - p e - l h e n - t o
ESPE'LHO	e s - p e - l h o
ESPELU'NCA	e s - p e - l u n - c a
ESPE'RA	e s - p e - r a
ESPERANTI'STA	e s - p e - r a n - t i s - t a
ESPERA'NTO	e s - p e - r a n - t o
ESPERA'NÇA	e s - p e - r a n - ç a
ESPERANÇA'R	e s - p e - r a n - ç a r
ESPERANÇO'SO	e s - p e - r a n - ç o - s o
ESPERA'R	e s - p e - r a r
ESPE'RMA	e s - p e r - m a
ESPERMATIZA'R	e s - p e r - m a - t i - z a r
ESPERMATO'SE	e s - p e r - m a - t o - s e
ESPERMATOZO'IDE	e s - p e r - m a - t o - z o i - d e
ESPERMÁ'TICO	e s - p e r - m á - t i - c o
ESPERNEA'R	e s - p e r - n e - a r
ESPERTALHA'ÇO	e s - p e r - t a - l h a - ç o
ESPERTALHÃ'O	e s - p e r - t a - l h ã o
ESPERTE'ZA	e s - p e r - t e - z a
ESPE'RTO	e s - p e r - t o
ESPESSA'R	e s - p e - s s a r
ESPESSIDÃ'O	e s - p e - s s i - d ã o
ESPE'SSO	e s - p e - s s o
ESPESSU'RA	e s - p e - s s u - r a
ESPETACULA'R	e s - p e - t a - c u - l a r
ESPETACULOSIDA'DE	e s - p e - t a - c u - l o - s i - d a - d e
ESPETACULO'SO	e s - p e - t a - c u - l o - s o
ESPETA'DA	e s - p e - t a - d a
ESPETADE'LA	e s - p e - t a - d e - l a
ESPETADO'R	e s - p e - t a - d o r
ESPETA'R	e s - p e - t a r
ESPE'TO	e s - p e - t o
ESPETRA'L	e s - p e - t r a l
ESPE'TRO	e s - p e - t r o
ESPETROGRAFI'A	e s - p e - t r o - g r a - f i - a
ESPETROMETRI'A	e s - p e - t r o - m e - t r i - a
ESPETROSCOPI'A	e s - p e - t r o s - c o - p i - a
ESPETROSCÓ'PIO	e s - p e - t r o s - c ó - p i o
ESPETRÔ'METRO	e s - p e - t r ô - m e - t r o
ESPETÁ'CULO	e s - p e - t á - c u - l o
ESPETÃ'O	e s - p e - t ã o
ESPEVITADAME'NTE	e s - p e - v i - t a - d a - m e n - t e
ESPEVITA'R	e s - p e - v i - t a r
ESPEZINHA'R	e s - p e - z i - n h a r
ESPI'A	e s - p i - a
ESPIADO'R	e s - p i a - d o r
ESPIA'R	e s - p i a r
ESPICAÇADE'LA	e s - p i - c a - ç a - d e - l a
ESPICAÇA'R	e s - p i - c a - ç a r
ESPICHADE'LA	e s - p i - c h a - d e - l a
ESPICHA'R	e s - p i - c h a r
ESPI'GA	e s - p i - g a
ESPIGA'R	e s - p i - g a r
ESPI'GO	e s - p i - g o
ESPIGO'SO	e s - p i - g o - s o
ESPIGUE'IRO	e s - p i - g u e i - r o
ESPIGÃ'O	e s - p i - g ã o
ESPINA'FRE	e s - p i - n a - f r e
ESPINA'L	e s - p i - n a l
ESPINGA'RDA	e s - p i n - g a r - d a
ESPINGARDA'DA	e s - p i n - g a r - d a - d a
ESPINGARDARI'A	e s - p i n - g a r - d a - r i - a
ESPINGARDEA'R	e s - p i n - g a r - d e - a r
ESPINGARDE'IRA	e s - p i n - g a r - d e i - r a
ESPINGARDE'IRO	e s - p i n - g a r - d e i - r o
ESPI'NHA	e s - p i - n h a
ESPINHA'R	e s - p i - n h a r
ESPINHE'IRO	e s - p i - n h e i - r o
ESPINHE'NSE	e s - p i - n h e n - s e
ESPINHE'NTO	e s - p i - n h e n - t o
ESPI'NHO	e s - p i - n h o
ESPINHO'SO	e s - p i - n h o - s o
ESPIONA'GEM	e s - p i o - n a - g e m
ESPIONA'R	e s - p i o - n a r
ESPI'RA	e s - p i - r a
ESPIRA'L	e s - p i - r a l
ESPIRI'TA	e s - p i - r i - t a
ESPIRITI'SMO	e s - p i - r i - t i s - m o
ESPIRITI'STA	e s - p i - r i - t i s - t a
ESPIRITUA'IS	e s - p i - r i - t u a i s
ESPIRITUA'L	e s - p i - r i - t u - a l
ESPIRITUALIDA'DE	e s - p i - r i - t u a - l i - d a - d e
ESPIRITUALI'SMO	e s - p i - r i - t u a - l i s - m o
ESPIRITUALI'STA	e s - p i - r i - t u a - l i s - t a
ESPIRITUALIZA'R	e s - p i - r i - t u a - l i - z a r
ESPIRITUALIZAÇÃ'O	e s - p i - r i - t u a - l i - z a - ç ã o
ESPIRITUO'SO	e s - p i - r i - t u - o - s o
ESPIRRA'R	e s - p i - r r a r
ESPI'RRO	e s - p i - r r o
ESPIRÁ'CULO	e s - p i - r á - c u - l o
ESPIÃ'O	e s - p i - ã o
ESPLANA'DA	e s - p l a - n a - d a
ESPLENDECE'NTE	e s - p l e n - d e - c e n - t e
ESPLENDECE'R	e s - p l e n - d e - c e r
ESPLENDIDAME'NTE	e s - p l e n - d i - d a - m e n - t e
ESPLENDO'R	e s - p l e n - d o r
ESPLENDORO'SO	e s - p l e n - d o - r o - s o
ESPLENECTOMI'A	e s - p l e - n e c - t o - m i - a
ESPLÊ'NDIDO	e s - p l ê n - d i - d o
ESPO'JO	e s - p o - j o
ESPOLE'TA	e s - p o - l e - t a
ESPOLIA'NTE	e s - p o - l i - a n - t e
ESPOLIA'R	e s - p o - l i a r
ESPOLINHA'R	e s - p o - l i - n h a r
ESPO'NJA	e s - p o n - j a
ESPONJA'R	e s - p o n - j a r
ESPONJOSIDA'DE	e s - p o n - j o - s i - d a - d e
ESPONJO'SO	e s - p o n - j o - s o
ESPONTANEAME'NTE	e s - p o n - t a - n e a - m e n - t e
ESPONTANEIDA'DE	e s - p o n - t a - n e i - d a - d e
ESPONTÂ'NEO	e s - p o n - t â - n e - o
ESPO'RA	e s - p o - r a
ESPORADICAME'NTE	e s - p o - r a - d i - c a - m e n - t e
ESPORA'R	e s - p o - r a r
ESPO'RO	e s - p o - r o
ESPORÁ'DICO	e s - p o - r á - d i - c o
ESPORÂ'NGIO	e s - p o - r â n - g i o
ESPORÃ'O	e s - p o - r ã o
ESPO'SA	e s - p o - s a
ESPOSA'R	e s - p o - s a r
ESPOSENDE'NSE	e s - p o - s e n - d e n - s e
ESPO'SO	e s - p o - s o
ESPREGUIÇADE'IRA	e s - p r e - g u i - ç a - d e i - r a
ESPREGUIÇADE'LA	e s - p r e - g u i - ç a - d e - l a
ESPREGUIÇADO'IRO	e s - p r e - g u i - ç a - d o i - r o
ESPREGUIÇADO'URO	e s - p r e - g u i - ç a - d o u - r o
ESPREGUIÇA'R	e s - p r e - g u i - ç a r
ESPRE'ITA	e s - p r e i - t a
ESPREITADE'IRA	e s - p r e i - t a - d e i - r a
ESPREITADE'LA	e s - p r e i - t a - d e - l a
ESPREITA'NTE	e s - p r e i - t a n - t e
ESPREITA'R	e s - p r e i - t a r
ESPREMEDE'LA	e s - p r e - m e - d e - l a
ESPREMEDI'ÇO	e s - p r e - m e - d i - ç o
ESPREMEDO'R	e s - p r e - m e - d o r
ESPREMEDU'RA	e s - p r e - m e - d u - r a
ESPREME'R	e s - p r e - m e r
ESPU'MA	e s - p u - m a
ESPUMADE'IRA	e s - p u - m a - d e i - r a
ESPUMA'NTE	e s - p u - m a n - t e
ESPUMA'R	e s - p u - m a r
ESPUMARA'DA	e s - p u - m a - r a - d a
ESPUMOSIDA'DE	e s - p u - m o - s i - d a - d e
ESPUMO'SO	e s - p u - m o - s o
ESPÁ'DUA	e s - p á - d u a
ESPÁ'TULA	e s - p á - t u - l a
ESPÉ'CIE	e s - p é - c i e
ESPÉ'CIME	e s - p é - c i - m e
ESPÉ'CIMEN	e s - p é - c i - m e n
ESPÍ'RITA	e s - p í - r i - t a
ESPÍ'RITO	e s - p í - r i - t o
ESPÓ'LIO	e s - p ó - l i o
ESPÚ'RIO	e s - p ú - r i o
ESQUA'DRA	e s - q u a - d r a
ESQUADRA'R	e s - q u a - d r a r
ESQUADRI'A	e s - q u a - d r i - a
ESQUADRI'LHA	e s - q u a - d r i - l h a
ESQUADRILHA'R	e s - q u a - d r i - l h a r
ESQUADRINHA'R	e s - q u a - d r i - n h a r
ESQUA'DRO	e s - q u a - d r o
ESQUADRÃ'O	e s - q u a - d r ã o
ESQUARTEJA'R	e s - q u a r - t e - j a r
ESQUARTELA'R	e s - q u a r - t e - l a r
ESQUECE'R	e s - q u e - c e r
ESQUELE'TO	e s - q u e - l e - t o
ESQUELÉ'TICO	e s - q u e - l é - t i - c o
ESQUE'MA	e s - q u e - m a
ESQUEMATI'SMO	e s - q u e - m a - t i s - m o
ESQUEMATIZA'R	e s - q u e - m a - t i - z a r
ESQUEMÁ'TICO	e s - q u e - m á - t i - c o
ESQUENTA'DA	e s - q u e n - t a - d a
ESQUENTADI'ÇO	e s - q u e n - t a - d i - ç o
ESQUENTADO'R	e s - q u e n - t a - d o r
ESQUENTA'R	e s - q u e n - t a r
ESQUE'RDA	e s - q u e r - d a
ESQUERDI'NO	e s - q u e r - d i - n o
ESQUERDI'STA	e s - q u e r - d i s - t a
ESQUE'RDO	e s - q u e r - d o
ESQUI'	e s - q u i
ESQUIADO'R	e s - q u i a - d o r
ESQUIA'R	e s - q u i - a r
ESQUI'FE	e s - q u i - f e
ESQUI'LO	e s - q u i - l o
ESQUIMÓ'	e s - q u i - m ó
ESQUI'NA	e s - q u i - n a
ESQUINA'R	e s - q u i - n a r
ESQUINU'DO	e s - q u i - n u - d o
ESQUISI'TO	e s - q u i - s i - t o
ESQUI'SSO	e s - q u i - s s o
ESQUI'VA	e s - q u i - v a
ESQUIVA'R	e s - q u i - v a r
ESQUI'VO	e s - q u i - v o
ESQUIZOFRENI'A	e s - q u i - z o - f r e - n i - a
ESQUIZOFRÉ'NICO	e s - q u i - z o - f r é - n i - c o
ESQUIZO'IDE	e s - q u i - z o i - d e
E'SSE	e - s s e
ESSENCIA'L	e - s s e n - c i - a l
ESSO'UTRO	e - s s o u - t r o
ESSÊ'NCIA	e - s s ê n - c i a
ESTABELECE'R	e s - t a - b e - l e - c e r
ESTABILIZA'R	e s - t a - b i - l i - z a r
ESTA'CA	e s - t a - c a
ESTACA'DA	e s - t a - c a - d a
ESTACA'R	e s - t a - c a r
ESTACIONA'R	e s - t a - c i o - n a r
ESTACIONÁ'RIO	e s - t a - c i o - n á - r i o
ESTA'DA	e s - t a - d a
ESTADI'A	e s - t a - d i - a
ESTADI'SMO	e s - t a - d i s - m o
ESTADI'STA	e s - t a - d i s - t a
ESTA'DO	e s - t a - d o
ESTA'DOS	e s - t a - d o s
ESTADUA'L	e s - t a - d u - a l
ESTA'FA	e s - t a - f a
ESTAFA'NTE	e s - t a - f a n - t e
ESTAFA'R	e s - t a - f a r
ESTA'FE	e s - t a - f e
ESTAFE'RMO	e s - t a - f e r - m o
ESTAFE'TA	e s - t a - f e - t a
ESTAGIA'R	e s - t a - g i a r
ESTAGIÁ'RIO	e s - t a - g i - á - r i o
ESTAGNA'NTE	e s - t a g - n a n - t e
ESTAGNA'R	e s - t a g - n a r
ESTALACTI'TE	e s - t a - l a c - t i - t e
ESTALACTÍ'TICO	e s - t a - l a c - t í - t i - c o
ESTALA'DA	e s - t a - l a - d a
ESTALADI'ÇO	e s - t a - l a - d i - ç o
ESTALA'GEM	e s - t a - l a - g e m
ESTALAGMI'TE	e s - t a - l a g - m i - t e
ESTALAJADE'IRO	e s - t a - l a - j a - d e i - r o
ESTALA'NTE	e s - t a - l a n - t e
ESTALA'R	e s - t a - l a r
ESTALE'IRO	e s - t a - l e i - r o
ESTALIDA'R	e s - t a - l i - d a r
ESTALI'DO	e s - t a - l i - d o
ESTA'LO	e s - t a - l o
ESTA'ME	e s - t a - m e
ESTAMINA'L	e s - t a - m i - n a l
ESTA'MPA	e s - t a m - p a
ESTAMPA'GEM	e s - t a m - p a - g e m
ESTAMPA'R	e s - t a m - p a r
ESTAMPARI'A	e s - t a m - p a - r i - a
ESTAMPI'DO	e s - t a m - p i - d o
ESTANCA'R	e s - t a n - c a r
ESTANDARDIZA'R	e s - t a n - d a r - d i - z a r
ESTANDA'RTE	e s - t a n - d a r - t e
ESTANHA'GEM	e s - t a - n h a - g e m
ESTANHA'R	e s - t a - n h a r
ESTA'NHO	e s - t a - n h o
ESTA'NQUE	e s - t a n - q u e
ESTA'NTE	e s - t a n - t e
ESTAPAFÚ'RDICO	e s - t a - p a - f ú r - d i - c o
ESTAPAFÚ'RDIO	e s - t a - p a - f ú r - d i o
ESTA'R	e s - t a r
ESTARDALHA'R	e s - t a r - d a - l h a r
ESTARDALHA'ÇO	e s - t a r - d a - l h a - ç o
ESTARO'LA	e s - t a - r o - l a
ESTARRECE'R	e s - t a - r r e - c e r
ESTATA'L	e s - t a - t a l
ESTATELADAME'NTE	e s - t a - t e - l a - d a - m e n - t e
ESTATELA'R	e s - t a - t e - l a r
ESTATICI'STA	e s - t a - t i - c i s - t a
ESTATIZA'R	e s - t a - t i - z a r
ESTATO'R	e s - t a - t o r
ESTATUA'DO	e s - t a - t u - a - d o
ESTATUA'L	e s - t a - t u - a l
ESTATUE'TA	e s - t a - t u - e - t a
ESTATU'RA	e s - t a - t u - r a
ESTATUTI'VO	e s - t a - t u - t i - v o
ESTATU'TO	e s - t a - t u - t o
ESTATUTÁ'RIO	e s - t a - t u - t á - r i o
ESTATUÁ'RIO	e s - t a - t u - á - r i o
ESTATÍ'STICA	e s - t a - t í s - t i - c a
ESTATÍ'STICO	e s - t a - t í s - t i - c o
ESTAÇÃ'O	e s - t a - ç ã o
E'STE	e s - t e
ESTE'IO	e s - t e i - o
ESTE'IRA	e s - t e i - r a
ESTE'IRO	e s - t e i - r o
ESTELA'NTE	e s - t e - l a n - t e
ESTELA'R	e s - t e - l a r
ESTENDA'L	e s - t e n - d a l
ESTENDEDO'IRO	e s - t e n - d e - d o i - r o
ESTENDEDO'URO	e s - t e n - d e - d o u - r o
ESTENDE'R	e s - t e n - d e r
ESTENOGRAFA'R	e s - t e - n o - g r a - f a r
ESTENOGRAFI'A	e s - t e - n o - g r a - f i - a
ESTENO'SE	e s - t e - n o - s e
ESTE'PE	e s - t e - p e
ESTEQUIOMETRI'A	e s - t e - q u i o - m e - t r i - a
ESTERCADU'RA	e s - t e r - c a - d u - r a
ESTE'RCO	e s - t e r - c o
ESTEREOFÔ'NICO	e s - t e - r e o - f ô - n i - c o
ESTEREOSCOPI'A	e s - t e - r e o s - c o - p i - a
ESTEREOSCÓ'PICO	e s - t e - r e o s - c ó - p i - c o
ESTEREOSCÓ'PIO	e s - t e - r e o s - c ó - p i o
ESTEREOTIPA'R	e s - t e - r e o - t i - p a r
ESTEREOTIPI'A	e s - t e - r e o - t i - p i - a
ESTEREÓ'TIPO	e s - t e - r e - ó - t i - p o
ESTERIFICA'DO	e s - t e - r i - f i - c a - d o
ESTERILIDA'DE	e s - t e - r i - l i - d a - d e
ESTERILIZA'R	e s - t e - r i - l i - z a r
ESTERLI'NO	e s - t e r - l i - n o
ESTE'RNO	e s - t e r - n o
ESTERO'IDE	e s - t e - r o i - d e
ESTERQUE'IRA	e s - t e r - q u e i - r a
ESTERQUE'IRO	e s - t e r - q u e i - r o
ESTERQUI'CE	e s - t e r - q u i - c e
ESTE'TA	e s - t e - t a
ESTETICI'SMO	e s - t e - t i - c i s - m o
ESTETICI'STA	e s - t e - t i - c i s - t a
ESTETIZA'R	e s - t e - t i - z a r
ESTETOSCÓ'PIO	e s - t e - t o s - c ó - p i o
ESTE'VA	e s - t e - v a
ESTIA'DA	e s - t i - a - d a
ESTIA'GEM	e s - t i - a - g e m
ESTIA'R	e s - t i - a r
ESTIBO'RDO	e s - t i - b o r - d o
ESTI'CA	e s - t i - c a
ESTICADE'LA	e s - t i - c a - d e - l a
ESTICADO'R	e s - t i - c a - d o r
ESTICA'NÇO	e s - t i - c a n - ç o
ESTICA'R	e s - t i - c a r
ESTICÃ'O	e s - t i - c ã o
ESTI'GMA	e s - t i g - m a
ESTIGMATI'SMO	e s - t i g - m a - t i s - m o
ESTIGMATIZA'DO	e s - t i g - m a - t i - z a - d o
ESTIGMATIZA'R	e s - t i g - m a - t i - z a r
ESTIGMÁ'TICO	e s - t i g - m á - t i - c o
ESTILE'TE	e s - t i - l e - t e
ESTILHA'R	e s - t i - l h a r
ESTILHAÇA'R	e s - t i - l h a - ç a r
ESTILHA'ÇO	e s - t i - l h a - ç o
ESTILI'SMO	e s - t i - l i s - m o
ESTILI'STA	e s - t i - l i s - t a
ESTILIZA'R	e s - t i - l i - z a r
ESTI'LO	e s - t i - l o
ESTILÍ'STICA	e s - t i - l í s - t i - c a
ESTILÍ'STICO	e s - t i - l í s - t i - c o
ESTI'MA	e s - t i - m a
ESTIMA'R	e s - t i - m a r
ESTIMATI'VA	e s - t i - m a - t i - v a
ESTIMATI'VO	e s - t i - m a - t i - v o
ESTIMULA'NTE	e s - t i - m u - l a n - t e
ESTIMULA'R	e s - t i - m u - l a r
ESTIMULAÇÃ'O	e s - t i - m u - l a - ç ã o
ESTIMULO'SO	e s - t i - m u - l o - s o
ESTIPULA'NTE	e s - t i - p u - l a n - t e
ESTIPULA'R	e s - t i - p u - l a r
ESTIRA'DA	e s - t i - r a - d a
ESTIRADO'R	e s - t i - r a - d o r
ESTIRA'ÇO	e s - t i - r a - ç o
ESTI'RPE	e s - t i r - p e
ESTIVADO'R	e s - t i - v a - d o r
ESTIVA'L	e s - t i - v a l
ESTIVA'R	e s - t i - v a r
ESTOCA'DA	e s - t o - c a - d a
ESTOCA'R	e s - t o - c a r
ESTOCÁ'STICO	e s - t o - c á s - t i - c o
ESTOFADO'R	e s - t o - f a - d o r
ESTOFA'R	e s - t o - f a r
ESTO'FO	e s - t o - f o
ESTOICAME'NTE	e s - t o i - c a - m e n - t e
ESTOICIDA'DE	e s - t o i - c i - d a - d e
ESTOICI'SMO	e s - t o i - c i s - m o
ESTO'ICO	e s - t o i - c o
ESTOIRA'DO	e s - t o i - r a - d o
ESTOIRA'R	e s - t o i - r a r
ESTO'IRO	e s - t o i - r o
ESTO'JO	e s - t o - j o
ESTO'LA	e s - t o - l a
ESTO'LHO	e s - t o - l h o
ESTOMACA'L	e s - t o - m a - c a l
ESTOMATI'TE	e s - t o - m a - t i - t e
ESTOMATOLOGI'A	e s - t o - m a - t o - l o - g i - a
ESTOMATOLOGI'STA	e s - t o - m a - t o - l o - g i s - t a
ESTONTEA'NTE	e s - t o n - t e - a n - t e
ESTONTEA'R	e s - t o n - t e - a r
ESTONTECE'R	e s - t o n - t e - c e r
ESTOPI'NHA	e s - t o - p i - n h a
ESTO'RE	e s - t o - r e
ESTORNI'NHO	e s - t o r - n i - n h o
ESTORRICA'R	e s - t o - r r i - c a r
ESTO'RVA	e s - t o r - v a
ESTORVA'R	e s - t o r - v a r
ESTO'RVO	e s - t o r - v o
ESTOURA'R	e s - t o u - r a r
ESTO'URO	e s - t o u - r o
ESTO'UTRO	e s - t o u - t r o
ESTOUVA'DO	e s - t o u - v a - d o
ESTOUVAME'NTO	e s - t o u - v a - m e n - t o
ESTRABI'SMO	e s - t r a - b i s - m o
ESTRA'DA	e s - t r a - d a
ESTRADA'L	e s - t r a - d a l
ESTRADA'R	e s - t r a - d a r
ESTRADE'IRO	e s - t r a - d e i - r o
ESTRADI'STA	e s - t r a - d i s - t a
ESTRA'DO	e s - t r a - d o
ESTRAGA'R	e s - t r a - g a r
ESTRA'GO	e s - t r a - g o
ESTRANGEIRA'DA	e s - t r a n - g e i - r a - d a
ESTRANGEIRA'R	e s - t r a n - g e i - r a r
ESTRANGEIRI'SMO	e s - t r a n - g e i - r i s - m o
